Time (s),Drone ID,X Position (m),Y Position (m),Z Position (m),Roll (deg),Pitch (deg),Yaw (deg),Motor Speed X (RPM),Motor Speed Y (RPM),Motor Speed Z (RPM),RMSE (m),X Position Actual (m),Y Position Actual (m),Z Position Actual (m)
1,2,11.6933211851687,11.0929460861093,5,0.178558392870948,0.159164231887103,1.90779228546504,67.9702676853675,25.5095115459269,25.4282178971531,0.139592231567915,11.8329134167366,11.2325383176772,5.13959223156791
1,3,5.29929558125814,12.8421732385344,5,4.24564652934389,1.38461492480445,3.82758394074501,65.5098003973841,50.5957051665142,81.4284826068816,0.139592231567915,5.43888781282606,12.9817654701023,5.13959223156791
1,4,6.14107083673623,10.4832167409339,5,4.66996623878775,0.23085695315577,3.97599950568532,16.2611735194631,69.9076722656686,24.3524968724989,0.139592231567915,6.28066306830415,10.6228089725018,5.13959223156791
1,5,2.23598778716819,10.2413845217503,5,3.39367577428887,0.485658906179238,0.934363022771893,11.8997681558377,89.0903252535798,92.9263623187228,0.139592231567915,2.3755800187361,10.3809767533182,5.13959223156791
1,6,-1.39302144708708,4.01048760897996,5,3.78870065289167,4.11728914163646,2.44882197894116,49.8364051982143,95.9291425205444,34.9983765984809,0.139592231567915,-1.25342921551916,4.15007984054788,5.13959223156791
1,7,0.466682650376379,2.47093606751289,5,3.71566234062458,3.47414311487909,2.2279310035545,95.9743958516081,54.7215529963803,19.6595250431208,0.139592231567915,0.606274881944294,2.61052829908081,5.13959223156791
1,8,4.30859915206606,3.12445096031345,5,1.96113509767084,1.5854974003043,3.23156505055632,34.0385726666133,13.8624442828679,25.1083857976031,0.139592231567915,4.44819138363397,3.26404319188137,5.13959223156791
1,9,9.4518956769621,2.50680998216589,5,3.27738945088778,4.75111024419177,3.54682415429036,58.5267750979777,14.9294005559057,61.6044676146639,0.139592231567915,9.59148790853001,2.6464022137338,5.13959223156791
1,10,11.988804175787,5.15959178634603,5,0.855933439057809,0.172230402514544,3.7734334099118,22.3811939491137,25.7508254123736,47.3288848902729,0.139592231567915,12.1283964073549,5.29918401791395,5.13959223156791
2,1,16.7157240078568,5.3456165779597,5,1.75829753531498,0.379271447815318,0.810911540966214,45.0541598502498,10.6652770180584,43.1413827463545,0.100398362097501,16.8161223699543,5.4460149400572,5.1003983620975
2,2,15.511022092375,11.7864552203609,5,4.15414313948145,0.269750593333036,3.97142270341953,8.38213779969326,96.1898080855054,91.0647594429523,0.100398362097501,15.6114204544725,11.8868535824584,5.1003983620975
2,3,9.81400929041968,14.4774251165868,5,2.92632045576362,2.65398776504486,1.55607521022402,22.8976968716819,0.463422413406744,18.1847028302853,0.100398362097501,9.91440765251718,14.5778234786843,5.1003983620975
2,4,7.14472697440925,13.2979468677866,5,2.7486180414557,3.89583615051006,2.64266567753106,91.333736150167,77.4910464711502,26.380291652199,0.100398362097501,7.24512533650676,13.3983452298841,5.1003983620975
2,5,2.69218544962523,11.3606744381814,5,4.58596831914905,4.67005342114591,0.828243647498905,15.2378018969223,81.7303220653433,14.5538980384717,0.100398362097501,2.79258381172273,11.4610728002789,5.1003983620975
2,6,-0.0772341956276645,5.30629972033386,5,1.42919509410187,0.649531042368651,3.00990970700818,82.5816977489547,86.869470536351,13.6068558708664,0.100398362097501,0.0231641664698364,5.40669808243137,5.1003983620975
2,7,1.80753288122933,1.59759768813796,5,3.78600114555361,2.84411830436096,1.31485642270072,53.8342435260057,8.44358455109103,86.9292207640089,0.100398362097501,1.90793124332683,1.69799605023547,5.1003983620975
2,8,6.22849113207416,0.107998814524842,5,3.76864547139248,2.34695320529103,3.27039549238391,99.6134716626885,39.9782649098896,57.970458736557,0.100398362097501,6.32888949417167,0.208397176622343,5.1003983620975
2,9,11.8903093382717,-0.200821674548942,5,1.90222923487678,0.059510347506207,3.44607251570004,7.81755287531837,25.9870402850654,54.9860201836332,0.100398362097501,11.9907077003692,-0.100423312451441,5.1003983620975
2,10,15.6587635876841,2.94192554755453,5,2.83910820362611,1.68561322199441,3.74075796411855,44.2678269775446,80.0068480224308,14.4954798223727,0.100398362097501,15.7591619497816,3.04232390965203,5.1003983620975
3,1,20.2271385318443,5.97386420482373,5,4.26515558860947,2.08633534542185,3.90126034160569,23.4779913372406,54.7008892286345,92.938597096873,0.0801636312673349,20.3073021631116,6.05402783609107,5.08016363126734
3,2,18.6698725459781,12.1332097874867,5,3.11027565742533,0.248272151628711,1.94869418480627,35.3158571222071,29.6320805607773,77.5712678608402,0.0801636312673349,18.7500361772454,12.213373418754,5.08016363126734
3,3,13.3213661450005,15.2950510556131,5,1.75476190446135,4.5135805495764,1.20845642956916,82.1194040197959,74.4692807074156,48.6791632403172,0.0801636312673349,13.4015297762678,15.3752146868804,5.08016363126734
3,4,8.89655504324577,14.7053119312129,5,2.56624769933527,4.72393594860823,2.01956072794057,1.54034376515551,18.8955015032545,43.5858588580919,0.0801636312673349,8.9767186745131,14.7854755624803,5.08016363126734
3,5,4.17028428085375,11.9203193963969,5,2.00904016875971,2.4543204623404,0.482272625841943,4.30238016578078,68.6775433365315,44.6783749429806,0.0801636312673349,4.25044791212109,12.0004830276643,5.08016363126734
3,6,1.83065943010204,5.95420577601082,5,0.37983345845421,2.44626319200009,0.659866463031675,16.8990029462704,18.351115573727,30.6349472016557,0.0801636312673349,1.91082306136938,6.03436940727815,5.08016363126734
3,7,3.7279579966558,1.1609284984505,5,1.19958076776829,1.68859704910689,4.71025295387743,64.9115474956452,36.8484596490337,50.8508655381127,0.0801636312673349,3.80812162792313,1.24109212971784,5.08016363126734
3,8,8.43843712207822,-1.40022725836946,5,0.616594674175828,4.50026923208831,4.78067270114901,73.172238565867,62.561856072969,51.077156417211,0.0801636312673349,8.51860075334555,-1.32006362710213,5.08016363126734
3,9,14.3595161689264,-1.55463750290636,5,0.919538941412084,1.84623390560108,2.87604297539233,64.7745963136307,78.0227435151377,81.7627708322262,0.0801636312673349,14.4396798001938,-1.47447387163902,5.08016363126734
3,10,18.7437432936327,1.83309242815878,5,1.19976262832451,0.556013776468937,0.298897714735779,45.0923706430945,8.11257688657853,79.4831416883453,0.0801636312673349,18.8239069249,1.91325605942612,5.08016363126734
4,1,23.232845793838,6.28798801825575,5,3.22159065096846,1.03871146366514,1.55551143325206,59.4896074008614,8.5515797090044,96.3088539286913,0.0742482453967183,23.3070940392347,6.36223626365247,5.07424824539672
4,2,21.4992977727797,12.3065870710496,5,1.89304691330134,1.50623165139745,4.61689821051622,26.2211747780845,26.2482234698333,54.6805718738968,0.0742482453967183,21.5735460181764,12.3808353164463,5.07424824539672
4,3,16.3250445722908,15.7038640251262,5,4.05790229141239,2.35461674258795,2.15103695664792,60.2843089382083,80.1014622769739,52.1135830804001,0.0742482453967183,16.3992928176876,15.7781122705229,5.07424824539672
4,4,11.022469077664,15.4089944629261,5,2.66412794399727,1.15244080105779,0.92408160062068,71.1215780433683,2.92202775621463,23.1594386708524,0.0742482453967183,11.0967173230607,15.4832427083228,5.07424824539672
4,5,6.15933369646801,12.2001418755047,5,1.75363551788442,4.22154396347694,4.52440484339946,22.174673401724,92.8854139478045,48.8897743920167,0.0742482453967183,6.23358194186473,12.2743901209014,5.07424824539672
4,6,4.03460624296689,6.27815880384929,5,4.69500780999943,0.973821447835246,4.89874189178043,11.7417650855806,73.0330862855453,62.4060088173689,0.0742482453967183,4.10885448836361,6.35240704924601,5.07424824539672
4,7,5.93817055436904,0.942593903606768,5,4.37971405746492,1.12960890486199,2.19434986563052,29.6675873218327,48.8608973803579,67.9135540865748,0.0742482453967183,6.01241879976575,1.01684214900349,5.07424824539672
4,8,10.7934101170802,-2.15434029481662,5,2.75078171449211,0.853540235739293,0.555596117202994,31.8778301925882,57.8525061023439,39.5515215668593,0.0742482453967183,10.867658362477,-2.0800920494199,5.07424824539672
4,9,16.8441195842538,-2.23154541708506,5,3.11237543000614,1.13832148908277,1.29032347956033,42.4166759713807,23.7283579771521,36.7436648544477,0.0742482453967183,16.9183678296505,-2.15729717168835,5.07424824539672
4,10,21.5362331466069,1.27867586846091,5,2.93522352265708,2.1784934205195,2.04359923056276,50.7858284661118,45.8848828179931,98.7982003161633,0.0742482453967183,21.6104813920037,1.35292411385763,5.07424824539672
1,1,12.1928949598818,4.08912132423163,5,3.27870349578293,3.53023044009804,2.19372179828199,27.6025076998578,75.1267059305653,84.0717255983663,0.139592231567915,12.3324871914497,4.22871355579954,5.13959223156791
1,2,11.6933211851687,11.0929460861093,5,0.178558392870948,0.159164231887103,1.90779228546504,67.9702676853675,25.5095115459269,25.4282178971531,0.139592231567915,11.8329134167366,11.2325383176772,5.13959223156791
1,3,5.29929558125814,12.8421732385344,5,4.24564652934389,1.38461492480445,3.82758394074501,65.5098003973841,50.5957051665142,81.4284826068816,0.139592231567915,5.43888781282606,12.9817654701023,5.13959223156791
1,4,6.14107083673623,10.4832167409339,5,4.66996623878775,0.23085695315577,3.97599950568532,16.2611735194631,69.9076722656686,24.3524968724989,0.139592231567915,6.28066306830415,10.6228089725018,5.13959223156791
1,5,2.23598778716819,10.2413845217503,5,3.39367577428887,0.485658906179238,0.934363022771893,11.8997681558377,89.0903252535798,92.9263623187228,0.139592231567915,2.3755800187361,10.3809767533182,5.13959223156791
1,6,-1.39302144708708,4.01048760897996,5,3.78870065289167,4.11728914163646,2.44882197894116,49.8364051982143,95.9291425205444,34.9983765984809,0.139592231567915,-1.25342921551916,4.15007984054788,5.13959223156791
1,7,0.466682650376379,2.47093606751289,5,3.71566234062458,3.47414311487909,2.2279310035545,95.9743958516081,54.7215529963803,19.6595250431208,0.139592231567915,0.606274881944294,2.61052829908081,5.13959223156791
1,8,4.30859915206606,3.12445096031345,5,1.96113509767084,1.5854974003043,3.23156505055632,34.0385726666133,13.8624442828679,25.1083857976031,0.139592231567915,4.44819138363397,3.26404319188137,5.13959223156791
1,9,9.4518956769621,2.50680998216589,5,3.27738945088778,4.75111024419177,3.54682415429036,58.5267750979777,14.9294005559057,61.6044676146639,0.139592231567915,9.59148790853001,2.6464022137338,5.13959223156791
1,10,11.988804175787,5.15959178634603,5,0.855933439057809,0.172230402514544,3.7734334099118,22.3811939491137,25.7508254123736,47.3288848902729,0.139592231567915,12.1283964073549,5.29918401791395,5.13959223156791
2,1,16.7157240078568,5.3456165779597,5,1.75829753531498,0.379271447815318,0.810911540966214,45.0541598502498,10.6652770180584,43.1413827463545,0.100398362097501,16.8161223699543,5.4460149400572,5.1003983620975
2,2,15.511022092375,11.7864552203609,5,4.15414313948145,0.269750593333036,3.97142270341953,8.38213779969326,96.1898080855054,91.0647594429523,0.100398362097501,15.6114204544725,11.8868535824584,5.1003983620975
2,3,9.81400929041968,14.4774251165868,5,2.92632045576362,2.65398776504486,1.55607521022402,22.8976968716819,0.463422413406744,18.1847028302853,0.100398362097501,9.91440765251718,14.5778234786843,5.1003983620975
2,4,7.14472697440925,13.2979468677866,5,2.7486180414557,3.89583615051006,2.64266567753106,91.333736150167,77.4910464711502,26.380291652199,0.100398362097501,7.24512533650676,13.3983452298841,5.1003983620975
2,5,2.69218544962523,11.3606744381814,5,4.58596831914905,4.67005342114591,0.828243647498905,15.2378018969223,81.7303220653433,14.5538980384717,0.100398362097501,2.79258381172273,11.4610728002789,5.1003983620975
2,6,-0.0772341956276645,5.30629972033386,5,1.42919509410187,0.649531042368651,3.00990970700818,82.5816977489547,86.869470536351,13.6068558708664,0.100398362097501,0.0231641664698364,5.40669808243137,5.1003983620975
2,7,1.80753288122933,1.59759768813796,5,3.78600114555361,2.84411830436096,1.31485642270072,53.8342435260057,8.44358455109103,86.9292207640089,0.100398362097501,1.90793124332683,1.69799605023547,5.1003983620975
2,8,6.22849113207416,0.107998814524842,5,3.76864547139248,2.34695320529103,3.27039549238391,99.6134716626885,39.9782649098896,57.970458736557,0.100398362097501,6.32888949417167,0.208397176622343,5.1003983620975
2,9,11.8903093382717,-0.200821674548942,5,1.90222923487678,0.059510347506207,3.44607251570004,7.81755287531837,25.9870402850654,54.9860201836332,0.100398362097501,11.9907077003692,-0.100423312451441,5.1003983620975
2,10,15.6587635876841,2.94192554755453,5,2.83910820362611,1.68561322199441,3.74075796411855,44.2678269775446,80.0068480224308,14.4954798223727,0.100398362097501,15.7591619497816,3.04232390965203,5.1003983620975
3,1,20.2271385318443,5.97386420482373,5,4.26515558860947,2.08633534542185,3.90126034160569,23.4779913372406,54.7008892286345,92.938597096873,0.0801636312673349,20.3073021631116,6.05402783609107,5.08016363126734
3,2,18.6698725459781,12.1332097874867,5,3.11027565742533,0.248272151628711,1.94869418480627,35.3158571222071,29.6320805607773,77.5712678608402,0.0801636312673349,18.7500361772454,12.213373418754,5.08016363126734
3,3,13.3213661450005,15.2950510556131,5,1.75476190446135,4.5135805495764,1.20845642956916,82.1194040197959,74.4692807074156,48.6791632403172,0.0801636312673349,13.4015297762678,15.3752146868804,5.08016363126734
3,4,8.89655504324577,14.7053119312129,5,2.56624769933527,4.72393594860823,2.01956072794057,1.54034376515551,18.8955015032545,43.5858588580919,0.0801636312673349,8.9767186745131,14.7854755624803,5.08016363126734
3,5,4.17028428085375,11.9203193963969,5,2.00904016875971,2.4543204623404,0.482272625841943,4.30238016578078,68.6775433365315,44.6783749429806,0.0801636312673349,4.25044791212109,12.0004830276643,5.08016363126734
3,6,1.83065943010204,5.95420577601082,5,0.37983345845421,2.44626319200009,0.659866463031675,16.8990029462704,18.351115573727,30.6349472016557,0.0801636312673349,1.91082306136938,6.03436940727815,5.08016363126734
3,7,3.7279579966558,1.1609284984505,5,1.19958076776829,1.68859704910689,4.71025295387743,64.9115474956452,36.8484596490337,50.8508655381127,0.0801636312673349,3.80812162792313,1.24109212971784,5.08016363126734
3,8,8.43843712207822,-1.40022725836946,5,0.616594674175828,4.50026923208831,4.78067270114901,73.172238565867,62.561856072969,51.077156417211,0.0801636312673349,8.51860075334555,-1.32006362710213,5.08016363126734
3,9,14.3595161689264,-1.55463750290636,5,0.919538941412084,1.84623390560108,2.87604297539233,64.7745963136307,78.0227435151377,81.7627708322262,0.0801636312673349,14.4396798001938,-1.47447387163902,5.08016363126734
3,10,18.7437432936327,1.83309242815878,5,1.19976262832451,0.556013776468937,0.298897714735779,45.0923706430945,8.11257688657853,79.4831416883453,0.0801636312673349,18.8239069249,1.91325605942612,5.08016363126734
4,1,23.232845793838,6.28798801825575,5,3.22159065096846,1.03871146366514,1.55551143325206,59.4896074008614,8.5515797090044,96.3088539286913,0.0742482453967183,23.3070940392347,6.36223626365247,5.07424824539672
4,2,21.4992977727797,12.3065870710496,5,1.89304691330134,1.50623165139745,4.61689821051622,26.2211747780845,26.2482234698333,54.6805718738968,0.0742482453967183,21.5735460181764,12.3808353164463,5.07424824539672
4,3,16.3250445722908,15.7038640251262,5,4.05790229141239,2.35461674258795,2.15103695664792,60.2843089382083,80.1014622769739,52.1135830804001,0.0742482453967183,16.3992928176876,15.7781122705229,5.07424824539672
4,4,11.022469077664,15.4089944629261,5,2.66412794399727,1.15244080105779,0.92408160062068,71.1215780433683,2.92202775621463,23.1594386708524,0.0742482453967183,11.0967173230607,15.4832427083228,5.07424824539672
